diagnostic_category,diagnosis_icd10_code,diagnosis,dsm_symptom_criteria,symptom_id,symptom_segment,zcode_hrsn,symp_prob
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Shifts in Mood Over Time,F31.3.035,Shifts in Mood Over Time,No,Symptom
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Irritability,F31.3.036,Irritability,No,Symptom
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Decreased Need for Sleep,F31.3.037,Decreased Need for Sleep,No,Symptom
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Increased Energy,F31.3.038,Increased Energy,No,Symptom
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Racing Thoughts,F31.3.039,Racing Thoughts,No,Symptom
Bipolar and Related Disorders,F31.3,Cyclothymic Disorder,Increased Risk-Taking,F31.3.040,Increased Risk-Taking,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Hypomanic Symptoms,F31.81.041,Hypomanic Symptoms,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Irritability,F31.81.042,Irritability,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Inflated Self-Esteem,F31.81.043,Inflated Self-Esteem,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Decreased Need for Sleep,F31.81.044,Decreased Need for Sleep,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Pressured Speech,F31.81.045,Pressured Speech,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Racing Thoughts,F31.81.046,Racing Thoughts,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Increased Goal-Directed Activity,F31.81.047,Increased Goal-Directed Activity,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Increased Risk-Taking,F31.81.048,Increased Risk-Taking,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Distractibility,F31.81.049,Distractibility,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Increased Activity,F31.81.050,Increased Activity,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Low Self-Esteem,F31.81.051,Low Self-Esteem,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Mood Swings,F31.81.052,Mood Swings,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Decreased Interest in Activities,F31.81.053,Decreased Interest in Activities,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Periods of Euphoria,F31.81.054,Periods of Euphoria,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Difficulty Concentrating,F31.81.055,Difficulty Concentrating,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Excessive Planning,F31.81.056,Excessive Planning,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,High Energy,F31.81.057,High Energy,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Overconfidence,F31.81.058,Overconfidence,No,Symptom
Bipolar and Related Disorders,F31.81,Bipolar I Disorder- Most Recent Episode Hypomanic,Risky Behavior,F31.81.059,Risky Behavior,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Depressed Mood,F31.82.060,Depressed Mood,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Changes in Appetite,F31.82.061,Changes in Appetite,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Fatigue or Loss of Energy,F31.82.062,Fatigue or Loss of Energy,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Feelings of Worthlessness,F31.82.063,Feelings of Worthlessness,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Inability to Concentrate,F31.82.064,Inability to Concentrate,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Sleep Disturbances,F31.82.065,Sleep Disturbances,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Loss of Interest in Activities,F31.82.066,Loss of Interest in Activities,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Feelings of Hopelessness,F31.82.067,Feelings of Hopelessness,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Anxiety,F31.82.068,Anxiety,No,Symptom
Bipolar and Related Disorders,F31.82,Bipolar II Disorder - Hypomanic Episode,Low Self-Worth,F31.82.069,Low Self-Worth,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Sadness,F31.83.070,Sadness,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Feelings of Guilt,F31.83.071,Feelings of Guilt,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Feelings of Hopelessness,F31.83.072,Feelings of Hopelessness,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Difficulty Sleeping,F31.83.073,Difficulty Sleeping,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Psychomotor Agitation,F31.83.074,Psychomotor Agitation,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Low Energy,F31.83.075,Low Energy,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Social Withdrawal,F31.83.076,Social Withdrawal,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Thoughts of Suicide,F31.83.077,Thoughts of Suicide,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Guilt,F31.83.078,Guilt,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Feelings of Helplessness,F31.83.079,Feelings of Helplessness,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Lack of Pleasure in Activities,F31.83.080,Lack of Pleasure in Activities,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Restlessness,F31.83.081,Restlessness,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Trouble Concentrating,F31.83.082,Trouble Concentrating,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Anxiety,F31.83.083,Anxiety,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Feelings of Hopelessness,F31.83.084,Feelings of Hopelessness,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Fatigue,F31.83.085,Fatigue,No,Symptom
Bipolar and Related Disorders,F31.83,Bipolar II Disorder - Depressive Episode,Low Self-Worth,F31.83.086,Low Self-Worth,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Mood Instability,F31.9.087,Mood Instability,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Changes in Energy Levels,F31.9.088,Changes in Energy Levels,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Depressive Episodes,F31.9.089,Depressive Episodes,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Hypomanic Episodes,F31.9.090,Hypomanic Episodes,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Rapid Mood Swings,F31.9.091,Rapid Mood Swings,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Periods of Euphoria,F31.9.092,Periods of Euphoria,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Impulsive Behavior,F31.9.093,Impulsive Behavior,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Overconfidence,F31.9.094,Overconfidence,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Decreased Need for Sleep,F31.9.095,Decreased Need for Sleep,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Racing Thoughts,F31.9.096,Racing Thoughts,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Increased Talkativeness,F31.9.097,Increased Talkativeness,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Distractibility,F31.9.098,Distractibility,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Increased Risk-Taking,F31.9.099,Increased Risk-Taking,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Elevated Self-Esteem,F31.9.100,Elevated Self-Esteem,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Excessive Energy,F31.9.101,Excessive Energy,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Mood Fluctuations,F31.9.102,Mood Fluctuations,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Lack of Judgment,F31.9.103,Lack of Judgment,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Emotional Instability,F31.9.104,Emotional Instability,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Difficulty Concentrating,F31.9.105,Difficulty Concentrating,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Restlessness,F31.9.106,Restlessness,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Sleep Disruptions,F31.9.107,Sleep Disruptions,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Fatigue,F31.9.108,Fatigue,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Inability to Focus,F31.9.109,Inability to Focus,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Nervousness,F31.9.110,Nervousness,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Feeling Overwhelmed,F31.9.111,Feeling Overwhelmed,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Loss of Appetite,F31.9.112,Loss of Appetite,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Weight Changes,F31.9.113,Weight Changes,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Physical Restlessness,F31.9.114,Physical Restlessness,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Increased Irritability,F31.9.115,Increased Irritability,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Emotional Exhaustion,F31.9.116,Emotional Exhaustion,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Overstimulation,F31.9.117,Overstimulation,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Lack of Self-Control,F31.9.118,Lack of Self-Control,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Nervous Tension,F31.9.119,Nervous Tension,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Reduced Motivation,F31.9.120,Reduced Motivation,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Changes in Eating Patterns,F31.9.121,Changes in Eating Patterns,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Crying Spells,F31.9.122,Crying Spells,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Emotional Numbness,F31.9.123,Emotional Numbness,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Poor Decision Making,F31.9.124,Poor Decision Making,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Lack of Emotional Expression,F31.9.125,Lack of Emotional Expression,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Excessive Social Interaction,F31.9.126,Excessive Social Interaction,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Emotional Overreaction,F31.9.127,Emotional Overreaction,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Poor Memory,F31.9.128,Poor Memory,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Unstable Relationships,F31.9.129,Unstable Relationships,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Decreased Ability to Complete Tasks,F31.9.130,Decreased Ability to Complete Tasks,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Difficulty Interacting with Others,F31.9.131,Difficulty Interacting with Others,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Episodes of Hyperactivity,F31.9.132,Episodes of Hyperactivity,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Persistent Depressive Symptoms,F31.9.133,Persistent Depressive Symptoms,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Mood Dysregulation,F31.9.134,Mood Dysregulation,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Decreased Social Activity,F31.9.135,Decreased Social Activity,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Difficulty Keeping Job,F31.9.136,Difficulty Keeping Job,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Changes in Daily Functioning,F31.9.137,Changes in Daily Functioning,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Persistent Manic Symptoms,F31.9.138,Persistent Manic Symptoms,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Low Resilience,F31.9.139,Low Resilience,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Persistent Impulsivity,F31.9.140,Persistent Impulsivity,No,Symptom
Bipolar and Related Disorders,F31.9,Unspecified Bipolar and Related Disorder,Emotional Volatility,F31.9.141,Emotional Volatility,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Loud Snoring,G47.33.001,Loud Snoring,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Gasping for Air During Sleep,G47.33.002,Gasping for Air During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Excessive Daytime Sleepiness,G47.33.003,Excessive Daytime Sleepiness,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Fatigue During Daytime,G47.33.004,Fatigue During Daytime,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Difficulty Concentrating,G47.33.005,Difficulty Concentrating,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Mood Changes,G47.33.006,Mood Changes,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Morning Headaches,G47.33.007,Morning Headaches,No,Symptom
Breathing-Related Sleep Disorders,G47.33,Obstructive Sleep Apnea Hypopnea,Dry Mouth Upon Waking,G47.33.008,Dry Mouth Upon Waking,No,Symptom
Breathing-Related Sleep Disorders,G47.31,Central Sleep Apnea,Pauses in Breathing During Sleep,G47.31.009,Pauses in Breathing During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.31,Central Sleep Apnea,Gasping for Air During Sleep,G47.31.010,Gasping for Air During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.31,Central Sleep Apnea,Chest Pain During Sleep,G47.31.011,Chest Pain During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.31,Central Sleep Apnea,Morning Fatigue,G47.31.012,Morning Fatigue,No,Symptom
Breathing-Related Sleep Disorders,G47.31,Central Sleep Apnea,Excessive Daytime Sleepiness,G47.31.013,Excessive Daytime Sleepiness,No,Symptom
Breathing-Related Sleep Disorders,G47.36,Sleep-Related Hypoventilation,Shallow Breathing During Sleep,G47.36.014,Shallow Breathing During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.36,Sleep-Related Hypoventilation,Decreased Blood Oxygen During Sleep,G47.36.015,Decreased Blood Oxygen During Sleep,No,Symptom
Breathing-Related Sleep Disorders,G47.36,Sleep-Related Hypoventilation,Morning Fatigue,G47.36.016,Morning Fatigue,No,Symptom
Circadian Rhythm Sleep-Wake Disorders,G47.21,Delayed Sleep-Wake Phase Disorder,Difficulty Falling Asleep at Bedtime,G47.21.001,Difficulty Falling Asleep at Bedtime,No,Symptom
Circadian Rhythm Sleep-Wake Disorders,G47.21,Delayed Sleep-Wake Phase Disorder,Waking Up Late,G47.21.002,Waking Up Late,No,Symptom
Circadian Rhythm Sleep-Wake Disorders,G47.24,Non-24-Hour Sleep-Wake Disorder,Irregular Sleep-Wake Cycles,G47.24.003,Irregular Sleep-Wake Cycles,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Depressed mood most of the day-nearly every day,F32.0.001,Depressed mood most of the day,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Markedly diminished interest or pleasure in all activities,F32.0.002,Diminished interest or pleasure in all activities,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Significant weight loss or gain,F32.0.003,Significant weight loss or gain,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Insomnia or hypersomnia,F32.0.004,Insomnia or hypersomnia,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Psychomotor agitation or retardation,F32.0.005,Psychomotor agitation or retardation,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Fatigue or loss of energy,F32.0.006,Fatigue or loss of energy,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Feelings of worthlessness or guilt,F32.0.007,Feelings of worthlessness or guilt,No,Symptom
Depressive Disorders,F32.0,Major Depressive Disorder-Single Episode,Diminished ability to think or concentrate,F32.0.008,Diminished ability to think or concentrate,No,Symptom
